head,rel,tail,score,in,head_ent,rel_ent,tail_ent,uid,head_id,tail_id
16808,3,41349,57.4425048828125,False,Prednisolone:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00860,kg4rd:18876
19340,3,41349,57.42757034301758,False,Amsacrine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00276,kg4rd:18876
18269,3,41349,57.426876068115234,True,Bendamustine:drug,indication,mantle cell lymphoma:disease,D020522:32985902:PzyC3EPyRV6CDYMneFmZMN,kg4rd:DB06769,kg4rd:18876
21213,3,41349,57.395198822021484,False,Aclarubicin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11617,kg4rd:18876
19316,3,41349,57.39285659790039,False,Alemtuzumab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00087,kg4rd:18876
18656,3,41349,57.360626220703125,False,Avapritinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15233,kg4rd:18876
18273,3,41349,57.358795166015625,False,Pomalidomide:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08910,kg4rd:18876
23824,3,41349,57.29413604736328,False,Lisocabtagene maraleucel:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16582,kg4rd:18876
22767,3,41349,57.231788635253906,False,Nemtabrutinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB18866,kg4rd:18876
17517,3,41349,57.22947692871094,False,Tioguanine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00352,kg4rd:18876
18132,3,41349,57.04020309448242,False,Dasabuvir:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB09183,kg4rd:18876
19723,3,41349,57.02245330810547,False,Pevonedistat:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11759,kg4rd:18876
23241,3,41349,56.91956329345703,False,Pentostatin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00552,kg4rd:18876
17338,3,41349,56.90570068359375,False,Enasidenib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB13874,kg4rd:18876
18565,3,41349,56.72541046142578,False,Saracatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11805,kg4rd:18876
24477,3,41349,56.675071716308594,False,Teclistamab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB16655,kg4rd:18876
19708,3,41349,56.63936233520508,False,Inotuzumab ozogamicin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB05889,kg4rd:18876
25454,3,41349,56.61634063720703,False,Treosulfan:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11678,kg4rd:18876
20360,3,41349,56.6142692565918,False,Cediranib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB04849,kg4rd:18876
17329,3,41349,56.535499572753906,False,Lurbinectedin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12674,kg4rd:18876
21485,3,41349,56.520301818847656,False,Anlotinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11885,kg4rd:18876
17244,3,41349,56.50267791748047,False,Vemurafenib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08881,kg4rd:18876
17910,3,41349,56.46200180053711,True,Temsirolimus:drug,indication,mantle cell lymphoma:disease,D020522:37782774:Nx73qDY4EfaHY3VqHD6AAp,kg4rd:DB06287,kg4rd:18876
